SKU,START_DATE,END_DATE,DATE_QUALIFIER,DISCONTINUED,BRAND,PRODUCT_GROUP1,PRODUCT_GROUP2,PRODUCT_GROUP3,PRODUCT_GROUP4,PRODUCT_GROUP1_QTY,PRODUCT_GROUP2_QTY,PRODUCT_GROUP3_QTY,PRODUCT_GROUP4_QTY,DEPARTMENT1,ROOM1,ROOM2,ROOM3,ROOM4,ROOM5,ROOM6,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,COLLECTION,FINISH1,FINISH2,FINISH3,MATERIAL,MOTION_TYPE1,MOTION_TYPE2,SECTIONAL,TYPE1,SUBTYPE1A,SUBTYPE1B,TYPE2,SUBTYPE2A,SUBTYPE2B,TYPE3,SUBTYPE3A,SUBTYPE3B,STYLE,SUITE,COUNTRY_OF_ORIGIN,MADE_IN_USA,BED_SIZE1,FEATURES1,TABLE_TYPE,SEAT_TYPE,WIDTH,DEPTH,HEIGHT,LENGTH,INSIDE_WIDTH,INSIDE_DEPTH,INSIDE_HEIGHT,WEIGHT,VOLUME,DIAMETER,ARM_HEIGHT,SEAT_DEPTH,SEAT_HEIGHT,SEAT_WIDTH,HEADBOARD_HEIGHT,FOOTBOARD_HEIGHT,NUMBER_OF_DRAWERS,NUMBER_OF_LEAVES,NUMBER_OF_SHELVES,CARTON_WIDTH,CARTON_DEPTH,CARTON_HEIGHT,CARTON_WEIGHT,CARTON_VOLUME,CARTON_LENGTH,PHOTO1,PHOTO2,PHOTO3,PHOTO4,PHOTO5,PHOTO6,PHOTO7,PHOTO8,PHOTO9,PHOTO10,INFO1,INFO2,INFO3,INFO4,INFO5,DESCRIPTION,PRODUCT_DESCRIPTION,SPECIFICATIONS,CONSTRUCTION,COLLECTION_FEATURES,WARRANTY,ADDITIONAL_INFORMATION,DISCLAIMER,VIEWTYPE,ITEM_URL,CATALOG_PDF
527-40C,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,527 Style,,,,,,,,,,,,,,,,,,,,,,,,,27,20,18,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/527-HD-fabric-OTC.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/527-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/527-HD-leather-ottoman.jpg,,,,,,,,,,,,,Ottoman with Casters,,Width: 33; Depth: 38; Height: 40; Inside Width: 21; Seat Height: 19; Seat Depth: 21; Arm Height: 23,"BACK STYLE:,Pullover button tufted inside back,LEGS:,Chair (-30) and ottoman (-40) have built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for color selection on applicable pieces),NAILHEAD:,Small size (size/configuration shown standard),Nailhead cannot be removed from this style,Brushed Nickel shown (see samples for color selection),DESIGN NOTE:,Ottoman -40C is standard with casters,Due to the complex tufted design of the inside back, fabric patterns will not be matched. Solids and,textures are recommended.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=527&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/527.pdf
527-30,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,527 Style,,,,,,,,,,,,,,,,,,,,,,,,,33,38,40,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/527-HD-fabric-OTC.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/527-HD-leather-chair.jpg,,,,,,,,,,,,,,Chair,,Width: 33; Depth: 38; Height: 40; Inside Width: 21; Seat Height: 19; Seat Depth: 21; Arm Height: 23,"BACK STYLE:,Pullover button tufted inside back,LEGS:,Chair (-30) and ottoman (-40) have built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for color selection on applicable pieces),NAILHEAD:,Small size (size/configuration shown standard),Nailhead cannot be removed from this style,Brushed Nickel shown (see samples for color selection),DESIGN NOTE:,Ottoman -40C is standard with casters,Due to the complex tufted design of the inside back, fabric patterns will not be matched. Solids and,textures are recommended.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=527&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/527.pdf
527-40,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,527 Style,,,,,,,,,,,,,,,,,,,,,,,,,27,20,18,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/527-HD-fabric-OTC.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/527-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/527-HD-leather-ottoman.jpg,,,,,,,,,,,,,Ottoman,,Width: 33; Depth: 38; Height: 40; Inside Width: 21; Seat Height: 19; Seat Depth: 21; Arm Height: 23,"BACK STYLE:,Pullover button tufted inside back,LEGS:,Chair (-30) and ottoman (-40) have built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for color selection on applicable pieces),NAILHEAD:,Small size (size/configuration shown standard),Nailhead cannot be removed from this style,Brushed Nickel shown (see samples for color selection),DESIGN NOTE:,Ottoman -40C is standard with casters,Due to the complex tufted design of the inside back, fabric patterns will not be matched. Solids and,textures are recommended.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=527&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/527.pdf
527-56,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,527 Style,,,,,,,,,,,,,,,,,,,,,,,,,33,38,40,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/527-HD-fabric-OTC.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/527-HD-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/527-HD-fabric-chair.jpg ,,,,,,,,,,,,,Swivel Chair (shown),,Width: 33; Depth: 38; Height: 40; Inside Width: 21; Seat Height: 19; Seat Depth: 21; Arm Height: 23,"BACK STYLE:,Pullover button tufted inside back,LEGS:,Chair (-30) and ottoman (-40) have built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for color selection on applicable pieces),NAILHEAD:,Small size (size/configuration shown standard),Nailhead cannot be removed from this style,Brushed Nickel shown (see samples for color selection),DESIGN NOTE:,Ottoman -40C is standard with casters,Due to the complex tufted design of the inside back, fabric patterns will not be matched. Solids and,textures are recommended.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=527&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/527.pdf
527-40C,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,527 Style,,,,,,,,,,,,,,,,,,,,,,,,,27,20,18,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/527-HD-fabric-OTC.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/527-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/527-HD-leather-ottoman.jpg,,,,,,,,,,,,,Ottoman with Casters (shown),,Width: 33; Depth: 38; Height: 40; Inside Width: 21; Seat Height: 19; Seat Depth: 21; Arm Height: 23,"BACK STYLE:,Pullover button tufted inside back,LEGS:,Chair (-30) and ottoman (-40) have built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for color selection on applicable pieces),NAILHEAD:,Small size (size/configuration shown standard),Nailhead cannot be removed from this style,Brushed Nickel shown (see samples for color selection),DESIGN NOTE:,Ottoman -40C is standard with casters,Due to the complex tufted design of the inside back, fabric patterns will not be matched. Solids and,textures are recommended.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=527&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/527.pdf
530-30,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,530 Style,,,,,,,,,,,,,,,,,,,,,,,,,31,37,41,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-fabric-otc.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-fabric-chair.jpg ,,,,,,,,,,,,,Chair (shown),,Width: 31; Depth: 37; Height: 41; Inside Width: 20; Seat Height: 20; Seat Depth: 22; Arm Height: 24,"BACK STYLE:,Pullover inside back,LEGS:,Chair (-30) and ottoman (-40) have built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),NAILHEAD:,Small size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman -40C is standard with casters",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=530&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/530.pdf
530-40,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,530 Style,,,,,,,,,,,,,,,,,,,,,,,,,27,21,17,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-fabric-otc.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-leather-ottoman.jpg,,,,,,,,,,,,,Ottoman (shown),,Width: 31; Depth: 37; Height: 41; Inside Width: 20; Seat Height: 20; Seat Depth: 22; Arm Height: 24,"BACK STYLE:,Pullover inside back,LEGS:,Chair (-30) and ottoman (-40) have built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),NAILHEAD:,Small size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman -40C is standard with casters",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=530&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/530.pdf
530-56,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,530 Style,,,,,,,,,,,,,,,,,,,,,,,,,31,37,41,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-fabric-otc.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-leather-chair.jpg,,,,,,,,,,,,,,Swivel Chair,,Width: 31; Depth: 37; Height: 41; Inside Width: 20; Seat Height: 20; Seat Depth: 22; Arm Height: 24,"BACK STYLE:,Pullover inside back,LEGS:,Chair (-30) and ottoman (-40) have built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),NAILHEAD:,Small size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman -40C is standard with casters",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=530&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/530.pdf
530-58,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,530 Style,,,,,,,,,,,,,,,,,,,,,,,,,31,37,41,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-fabric-otc.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-leather-chair.jpg,,,,,,,,,,,,,,Swivel Glider Chair,,Width: 31; Depth: 37; Height: 41; Inside Width: 20; Seat Height: 20; Seat Depth: 22; Arm Height: 24,"BACK STYLE:,Pullover inside back,LEGS:,Chair (-30) and ottoman (-40) have built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),NAILHEAD:,Small size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman -40C is standard with casters",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=530&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/530.pdf
530-40C,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,530 Style,,,,,,,,,,,,,,,,,,,,,,,,,27,21,17,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-fabric-otc.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-leather-ottoman.jpg,,,,,,,,,,,,,Ottoman with Casters,,Width: 31; Depth: 37; Height: 41; Inside Width: 20; Seat Height: 20; Seat Depth: 22; Arm Height: 24,"BACK STYLE:,Pullover inside back,LEGS:,Chair (-30) and ottoman (-40) have built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),NAILHEAD:,Small size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman -40C is standard with casters",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=530&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/530.pdf
530-30,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,530 Style,,,,,,,,,,,,,,,,,,,,,,,,,31,37,41,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-fabric-otc.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-leather-chair.jpg,,,,,,,,,,,,,,Chair,,Width: 31; Depth: 37; Height: 41; Inside Width: 20; Seat Height: 20; Seat Depth: 22; Arm Height: 24,"BACK STYLE:,Pullover inside back,LEGS:,Chair (-30) and ottoman (-40) have built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),NAILHEAD:,Small size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman -40C is standard with casters",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=530&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/530.pdf
530-40,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,530 Style,,,,,,,,,,,,,,,,,,,,,,,,,27,21,17,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-fabric-otc.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-leather-ottoman.jpg,,,,,,,,,,,,,Ottoman,,Width: 31; Depth: 37; Height: 41; Inside Width: 20; Seat Height: 20; Seat Depth: 22; Arm Height: 24,"BACK STYLE:,Pullover inside back,LEGS:,Chair (-30) and ottoman (-40) have built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),NAILHEAD:,Small size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman -40C is standard with casters",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=530&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/530.pdf
530-58,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,530 Style,,,,,,,,,,,,,,,,,,,,,,,,,31,37,41,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-fabric-otc.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-fabric-chair.jpg ,,,,,,,,,,,,,Swivel Glider Chair (shown),,Width: 31; Depth: 37; Height: 41; Inside Width: 20; Seat Height: 20; Seat Depth: 22; Arm Height: 24,"BACK STYLE:,Pullover inside back,LEGS:,Chair (-30) and ottoman (-40) have built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),NAILHEAD:,Small size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman -40C is standard with casters",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=530&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/530.pdf
530-40C,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,530 Style,,,,,,,,,,,,,,,,,,,,,,,,,27,21,17,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-fabric-otc.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/530-HD-leather-ottoman.jpg,,,,,,,,,,,,,Ottoman with Casters (shown),,Width: 31; Depth: 37; Height: 41; Inside Width: 20; Seat Height: 20; Seat Depth: 22; Arm Height: 24,"BACK STYLE:,Pullover inside back,LEGS:,Chair (-30) and ottoman (-40) have built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),NAILHEAD:,Small size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman -40C is standard with casters",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=530&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/530.pdf
534-56,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,534 Style,,,,,,,,,,,,,,,,,,,,,,,,,31,37,35,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/534-HD-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/534-HD-fabric-chair.jpg ,,,,,,,,,,,,,,Swivel Chair (not shown),,Width: 31; Depth: 37; Height: 35; Inside Width: 20; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Loose pillow inside back,DESIGN NOTE:,Due to the curved back and arm design, stripes and plaids cannot be fully matched,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=534&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/534.pdf
534-58,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,534 Style,,,,,,,,,,,,,,,,,,,,,,,,,31,37,35,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/534-HD-leather-chair.jpg,,,,,,,,,,,,,,,Swivel Glider Chair,,Width: 31; Depth: 37; Height: 35; Inside Width: 20; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Loose pillow inside back,DESIGN NOTE:,Due to the curved back and arm design, stripes and plaids cannot be fully matched,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=534&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/534.pdf
534-40,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,534 Style,,,,,,,,,,,,,,,,,,,,,,,,,24,18,18,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/534-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/534-HD-leather-ottoman.jpg,,,,,,,,,,,,,,Ottoman,,Width: 31; Depth: 37; Height: 35; Inside Width: 20; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Loose pillow inside back,DESIGN NOTE:,Due to the curved back and arm design, stripes and plaids cannot be fully matched,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=534&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/534.pdf
536-56,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,536 Style,,,,,,,,,,,,,,,,,,,,,,,,,35,38,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/536-HD-leather-chair.jpg,,,,,,,,,,,,,,,Swivel Chair,,Width: 35; Depth: 38; Height: 38; Inside Width: 22; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Pullover inside back,DESIGN NOTE:,Ottoman standard with casters,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=536&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/536.pdf
536-58,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,536 Style,,,,,,,,,,,,,,,,,,,,,,,,,35,38,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/536-HD-leather-chair.jpg,,,,,,,,,,,,,,,Swivel Glider Chair,,Width: 35; Depth: 38; Height: 38; Inside Width: 22; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Pullover inside back,DESIGN NOTE:,Ottoman standard with casters,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=536&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/536.pdf
536-40,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,536 Style,,,,,,,,,,,,,,,,,,,,,,,,,27,22,18,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/536-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/536-HD-leather-ottoman.jpg,,,,,,,,,,,,,,Ottoman,,Width: 35; Depth: 38; Height: 38; Inside Width: 22; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Pullover inside back,DESIGN NOTE:,Ottoman standard with casters,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=536&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/536.pdf
538-30,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,538 Style,,,,,,,,,,,,,,,,,,,,,,,,,32,36,41,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/538-HD-leather-chair.jpg,,,,,,,,,,,,,,,Chair,,Width: 32; Depth: 36; Height: 41; Inside Width: 22; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Shagbark (see samples for options),NAILHEAD:,Small size (size/configuration shown standard),Rubbed Bronze shown (see samples for color selection),",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=538&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/538.pdf
538-40,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,538 Style,,,,,,,,,,,,,,,,,,,,,,,,,27,21,18,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/538-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/538-HD-leather-ottoman.jpg,,,,,,,,,,,,,,Ottoman,,Width: 32; Depth: 36; Height: 41; Inside Width: 22; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Shagbark (see samples for options),NAILHEAD:,Small size (size/configuration shown standard),Rubbed Bronze shown (see samples for color selection),",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=538&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/538.pdf
540-56,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,540 Style,,,,,,,,,,,,,,,,,,,,,,,,,34,35,33,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/540-HD-leather-chair.jpg,,,,,,,,,,,,,,,Swivel Chair,,Width: 34; Depth: 35; Height: 33; Inside Width: 21; Seat Height: 20; Seat Depth: 23; Arm Height: 24,"BACK STYLE:,Button tufted pullover inside back,DESIGN NOTE:,Ottoman standard with casters,Due to the complex tufted design of the inside back, fabric patterns,will not be matched. Solids and textures are recommended.,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=540&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/540.pdf
540-58,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,540 Style,,,,,,,,,,,,,,,,,,,,,,,,,34,35,33,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/540-HD-leather-chair.jpg,,,,,,,,,,,,,,,Swivel Glider Chair,,Width: 34; Depth: 35; Height: 33; Inside Width: 21; Seat Height: 20; Seat Depth: 23; Arm Height: 24,"BACK STYLE:,Button tufted pullover inside back,DESIGN NOTE:,Ottoman standard with casters,Due to the complex tufted design of the inside back, fabric patterns,will not be matched. Solids and textures are recommended.,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=540&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/540.pdf
540-40,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,540 Style,,,,,,,,,,,,,,,,,,,,,,,,,27,21,18,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/540-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/540-HD-leather-ottoman.jpg,,,,,,,,,,,,,,Ottoman,,Width: 34; Depth: 35; Height: 33; Inside Width: 21; Seat Height: 20; Seat Depth: 23; Arm Height: 24,"BACK STYLE:,Button tufted pullover inside back,DESIGN NOTE:,Ottoman standard with casters,Due to the complex tufted design of the inside back, fabric patterns,will not be matched. Solids and textures are recommended.,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=540&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/540.pdf
544-56,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,OCCASIONAL CHAIRS,,,,,,544 Style,,,,,,,,,,,,,,,,,,,,,,,,,31,41,42,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/544-HD-leather-chair.jpg,,,,,,,,,,,,,,,Swivel Chair,,Width: 31; Depth: 41; Height: 42; Inside Width: 23; Seat Height: 20; Seat Depth: 21; Arm Height: 24,"BACK STYLE:,Semi-attached inside back,NAILHEAD:,Small size (size/configuration shown standard),Rubbed Bronze shown (see samples for color selection),DESIGN NOTE:,Ottoman is standard with casters,Ottoman back curves inward to accommodate the outward curve of the chair front,Due to the curved arm design, stripes and plaids cannot be fully matched",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=544&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/544.pdf
